date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:19:32	10078/10078	URF---	200	added ('OK%20(cached)')	image/jpeg		https://img.youtube.com/vi/hgXly6jGQBk/hqdefault.jpg	/home/user/websites/Dj%20sample/img.youtube.com/vi/hgXly6jGQBk/hqdefault.jpg	(from https://dharmanandanjewellers.bytecard.in/)
11:19:32	153033/153033	URF---	200	added ('OK%20(cached)')	image/jpeg		https://bytebiz.fra1.cdn.digitaloceanspaces.com/byte-qr/5454/mini-web/78011751025066855.jpeg	/home/user/websites/Dj%20sample/bytebiz.fra1.cdn.digitaloceanspaces.com/byte-qr/5454/mini-web/78011751025066855.jpg	(from https://dharmanandanjewellers.bytecard.in/certificates/all/2146)
11:19:32	302253/302253	URF---	200	added ('OK%20(cached)')	image/jpeg		https://bytebiz.fra1.cdn.digitaloceanspaces.com/byte-qr/5454/mini-web/67951751025072216.jpeg	/home/user/websites/Dj%20sample/bytebiz.fra1.cdn.digitaloceanspaces.com/byte-qr/5454/mini-web/67951751025072216.jpg	(from https://dharmanandanjewellers.bytecard.in/certificates/all/2146)
11:19:32	139104/139104	URF---	200	added ('OK%20(cached)')	image/jpeg		https://bytebiz.fra1.cdn.digitaloceanspaces.com/byte-qr/5454/mini-web/45641751025111512.jpeg	/home/user/websites/Dj%20sample/bytebiz.fra1.cdn.digitaloceanspaces.com/byte-qr/5454/mini-web/45641751025111512.jpg	(from https://dharmanandanjewellers.bytecard.in/certificates/all/2146)
11:19:33	127188/127188	URF---	200	added ('OK%20(cached)')	image/jpeg		https://bytebiz.fra1.cdn.digitaloceanspaces.com/byte-qr/5454/mini-web/10571751025116630.jpeg	/home/user/websites/Dj%20sample/bytebiz.fra1.cdn.digitaloceanspaces.com/byte-qr/5454/mini-web/10571751025116630.jpg	(from https://dharmanandanjewellers.bytecard.in/certificates/all/2146)
11:19:33	301490/301490	URF---	200	added ('OK%20(cached)')	image/jpeg		https://bytebiz.fra1.cdn.digitaloceanspaces.com/byte-qr/5454/mini-web/85281751025130047.jpeg	/home/user/websites/Dj%20sample/bytebiz.fra1.cdn.digitaloceanspaces.com/byte-qr/5454/mini-web/85281751025130047.jpg	(from https://dharmanandanjewellers.bytecard.in/certificates/all/2146)
11:19:33	137721/137721	URF---	200	added ('OK%20(cached)')	image/jpeg		https://bytebiz.fra1.cdn.digitaloceanspaces.com/byte-qr/5454/mini-web/35741751025138137.jpeg	/home/user/websites/Dj%20sample/bytebiz.fra1.cdn.digitaloceanspaces.com/byte-qr/5454/mini-web/35741751025138137.jpg	(from https://dharmanandanjewellers.bytecard.in/certificates/all/2146)
11:19:34	155975/155975	URF---	200	added ('OK%20(cached)')	image/jpeg		https://bytebiz.fra1.cdn.digitaloceanspaces.com/byte-qr/5454/mini-web/80031751025186863.jpeg	/home/user/websites/Dj%20sample/bytebiz.fra1.cdn.digitaloceanspaces.com/byte-qr/5454/mini-web/80031751025186863.jpg	(from https://dharmanandanjewellers.bytecard.in/certificates/all/2146)
11:19:58	1096/1096	URF---	200	added ('OK%20(cached)')	application/x-javascript		https://dharmanandanjewellers.bytecard.in/_next/static/chunks/app/(pages)/certificates/all/%5Bcertificate%5D/page-6cc9947db2cfff0d.js	/home/user/websites/Dj%20sample/dharmanandanjewellers.bytecard.in/_next/static/chunks/app/(pages)/certificates/all/[certificate]/page-6cc9947db2cfff0d.js	(from https://dharmanandanjewellers.bytecard.in/certificates/all/2146)
11:20:21	3195/3195	URF---	200	added ('OK%20(cached)')	application/x-javascript		https://dharmanandanjewellers.bytecard.in/_next/static/chunks/app/(pages)/videos/all/%5B...video%5D/page-2a11e06f3f7d1605.js	/home/user/websites/Dj%20sample/dharmanandanjewellers.bytecard.in/_next/static/chunks/app/(pages)/videos/all/[...video]/page-2a11e06f3f7d1605.js	(from https://dharmanandanjewellers.bytecard.in/videos/all/1099/you-tube)
